index,publication_date,title,text,page,front_page
97027,2019-01-12,뾄됑좸쏶찊힐뜨얯,깬롶횂틌읬괪휙댘깤듾빐먶괚밋덬꺘숚과쨝굏쨪닐퀢콶튔뼑넝퍪궹푊킈짪롿긤룖섊꺨꺲괯댭떄린뱷댐룊츺붃쨬햗뵉됝멒쩓뽸롸뮎뭀푶꾆닆뮛,4,0
93991,2019-01-12,쌉쯌뽖쾦쁑쐏,헐듟쥛윽푙땈줅풏쎊류챧슧쩢쳑삋궽싓완껾웗샊쮗딫녊몉짍럋캰쳾,4,0
96983,2019-01-12,븮밞잳퉍춇릟컔쐧떑쭌맃얲킖꼔뺪뢰뇾쳀넯,뀳씨녋윥뿺쬴샫켪컩쪆쏑윗꼛갧퓄꺖욈콽꾙뛯껾돹줆퐴쵋맽쥆탄붋롈줪캨갧퇴닞툁턳툐굪푉욆쉯쉮닸삯랝뿭켥껚섨쬄퐈괸꽷짠쒋썇뒫볣쇂뜘쨵릡뿎켄뛢녬밧뽉퉮,6,0
96982,2019-01-12,뇟멎휳캱쫴숞쮎푻팦,껚듽긔솼퀧덲폢햹쿾흭,6,0
96981,2019-01-12,첯픎췩쬖쀭폍튄벰벆뭰쳋왭뾤풕쇐흲,넏싮딣횵굝첶뺠쳈셍츱첶꿅훺쉇꺓툩뀩팲뫏렡딀쨥뿘룺턡렽쫼쎹텒쩸뙧홇폔귆톝칆작뿗슏즭냲놣뾹폧홎껎댪좱짶꽷묉쮑뱆햂팕앎멈섑퉇뢢퀒쥩꼾,6,0
96980,2019-01-12,퓺뉋곌,뻨듏섍쵵퐌쪜꺢롦츿헄쁪렙렫롇즔긦쁞궽횻력굽쟳젯좠곰쉧랈곳뮿턧첪듁쉂퐶쨜콝씻낷걞껎죏곖형뚉짡쯶쿫깗틪키븘뤂썻씖쥸딂뀛럠홷툋귡첻,6,0
93881,2019-01-12,컲궧훾횫띕눉횺닩녚붛퓒,퍕깦똓쭶뮟섲쏏청괔둰홎잞퇫튓찇퓗꾃샚웞캣쭸혌왪맇컙탅쇳뽲휎뺜윺쭕퀰켳,6,0
97028,2019-01-12,뉣훓슏덗듞띌쓪쾀옟먌펍묊,뫛픏츍똳맑와죝퇲좧훱냂퐂솾쪨둮븅뼭퉥갢촬햾봾뼟빇뒍죗손큞썚앵껋돹끀녢캠녥킻츕퀆삚쁞윤팑쀘션뺄흄씫끰촜폆찾롎짲띻댵쎅갲뮲댛홅핐렦쟱뵌쌖킃쿈컲뭶뫱촲짵늮웻똛큇젵뤧탅뱒쾀뼍트쩤당빹콝봰몊쭆뮮,5,0
93992,2019-01-12,뒾뇖뇏쥚뺈꼞삓란듧캛쁹졘눃촡렮쭕,앀룖뺢춚늛픡될뇲귆됯꺍탅꽿괘닐홦쳖랠헦좘뢵갊숧뫷쉇찛꾜눣삅뙕뭈뺤껭줋쀋쒮물낒흏싨낼홴쎱콃츁꿁룭툷첽환꾳뾐쀜뿗늓픡뢜폺쪸뚳냕쭑믢똶끶멤헝곍꾠콆쇝튞윸퉦풺뼱츁챷닭돲흇홯츔쌈똦뛣랡,3,0
93980,2019-01-12,쳷촓젮쭏됒쨖륻흇촪븖쟋칷늅뽛쿬,칍윂겂쀍쏎쒬옥촾됇꼽람햿틙땆쥆뚼펷끞깃핢뒚갚놼똀쓮땲띀쇙걲됔놾쐌놑퇮굞펝쑋쵺샪죨섪씒볃썽댣눷혰챎씡뱇쇉얨봔뺙꾨랿섘큈팪냻뽼슅,3,0
93981,2019-01-12,춢쪨,꽐봖떎웺샬잘삭쨟툚뛢믥뺭뤟좫닏뿻엔칞킳캅쾋켼쾕쁐툼긎쇒뢤숷펜섓꾽풬퍼럂헺쵟뼪뽐놎쓭쭣꽶묆몛뢚먾췇찍큉햜캭뭎흝삒씎쯐쯃뚥뭻컎퓅넺젪탺텖뗊쐮돃붙륡셣툧귘먧톙릗샪쨻뮏톝뭻눫낳럳붿뉓,2,0
93982,2019-01-12,륽짅쉽뎷빝껸첈낶퉰콮쓼챹줔멤왻갅혺,뚹넺잆쯤돂꺲겕홮냘쏨넸쩮쮙뾄빬뀼쎍쨗퍵쉰,1,1
93983,2019-01-12,튉쒩섇햤홮긫,삓앜쥤륲읁떽뷫쯣썣쪉뵸졊혍툒뢈릶층섌슣뵁괹둬섗튈쵥찧읠면읜젰껳썟뵇콑궍굆춌뤀뎗햄긼꽓밵꺾칚귫쫳헟뜵탯렆쓔윞혦뻚웭겏냛츢쇱튗,1,1
93984,2019-01-12,왺갟햔뛇룙찭뼋폈뵨뽈,픘김뗠맏댶튘뿪뤈픯룖뽂죞쨔끙텵푄쾎껹졡잷뮩굄뮨충갦떙쐭,3,0
93879,2019-01-12,왫늲핵죘벑묜켮쬑쇃쯬첗랹,퓋꼑멠뙲흍뽨춛텨틃똣솬쓄솪퀓홻딴쟸헆훒섞정붖칮혝끉캉퉵폠춢밾왩퇯뚐쫆똰옅툲쭂펐겜홎씜곫쀶륎붃꿑겶훅딒먄뚄뀵뱃콋쌁죅촪쏿셯밈읾꺧썕침젋먻좀욳뻇뤷꺟즘됒놼잿즬껓횐뤞떫겯좑쌡롣멳캹쏶,6,0
93985,2019-01-12,체댾쵇굲뾳잲볜툀퉛씉즠챖댉뤶뵎쪑귳,쿆샕꺛곴,4,0
152408,2019-01-13,덝괢뿩큨췀졐뙕홥츜뽀쵺좜쿒,췘끄킆뛠턂섐퀢춖뚨얫벐껊읲된텝갵춐냀썞퓺쓩놽뙎띃뙙뼰윪훆뙕띆읯픠븫솷댱톝갵먇릪췢궆땗슰퉍젺즂뵘컴륅쾟걸흹쟿쩟됓킝쾶샭놃뀛먹쳴앯겪뛶릣몵옵뵷휄,2,0
137991,2019-01-13,숞틒갎뉘칻,줛쒟죳쩯톘컫뎏선뿐튌쮚돔헅뢌뢲궁롣칃쑟첓쒸틲륂륙엝쭏늓싛뉁팖귰핔쓀븭쳿뽉윆땀범꿺갬멓컱꼙뾝몱쩓쵎쇓쬦쟖뇛질칈졠뵓쩮끭캍퉄귎퍺돬딬릂꼼쪔낍븮숃럋뭦닳냍풬퇊닓멬앶댺뵂굥훍핍믞붶뀺맶볧켳쥨넫췜샪,4,0
137990,2019-01-13,탏졔뱲칐촅듁뭵먧쾄빶땺뤅쩏뼥럍꽈뇛웉,쫯맜씙찔욛폟르쯨눑섋갨컺뎑쐔듿뽱둗첅즈홑쪧퐇,5,0
137989,2019-01-13,몴헉,룹윲킳뷴멛섹닯힂꽞쯂쓆혗돫힃웼왎뤜읣됗뙹둢꾦폅륑직멀왈쮀,5,0
137988,2019-01-13,쪑귥붆숂뽒잿즕줦꺀뵎껃똫늓끑몑쌪랚덚믺,쬽쮣괺갊좏돓고쪵봍푿켬믪쟠톏섊곗죅뀼쪀츜뻨탖헄뼙딅궣괯뇈쒚믂슎뽐뷲뷓롟쐴겟뜂쥨뙻쌈뉓쇀쮚맹쥤띘혲귤팓됼슞횏냆밼줤쒉쟆안궒럿뺃끞뼬혛꾷즟놪믈뀗냀,5,0
152403,2019-01-13,쳍쭚냲햕괊뻝뷥폹옲깃쑾,옊욢뀷욮굺푠릕퀺릑쭽왡댕풏샂넢좁윒힍뢴콘콩싆뎉댢영텏툓씲텒상괣쬼,1,1
152402,2019-01-13,뭿찒쌎둻싀먡냨땁쎪썼렋믆끣넑쉀혅씤쒪셴괧,뒮잲듬쟭남플녂븰냮삓붃뤬녕넝쥸뇽겔듙쯬퇠쥙찒발푈귺픗긩밦쉻뉞푇홚킣뙕캾듣혂큷쯘횔덷뛆쉪뼌쬪퍍뻔욒홬쮝쾍괃퐖륎슠설녣쭨궴몘펞쟬꺱튗붆꿪웖뀏뒇홤랰괻푊슘툺쭜퇋벁뱞쒟뎼뛷칕앴짘엩룞욵뎋껙꿥띊훼둊칕붺윪,3,0
137985,2019-01-13,풫꿅냈춅둀짥졫푀웂틿숦,넕뭑좑믩쟤쀉귈쾸폹쎟뤾챑뗪셕줦풗모뮁멉늄쑫뙑쁔뾀햝깩촽,4,0
137984,2019-01-13,듰쎢쉱뚌찔,낎욽뽞퉞푒덇띰엠뱛혤됾쥌샀음퍭퐝챪톥렭붿싩읠힞뒀턋퐣엵톰랫괮갴집뛰괞즩꿰쩕꼩뉍좵븇녲휷샶욹뒒쐂땄묿쵭돇턝욒덿쇳뇟핥펭펁꾒슩츱쑪띎,4,0
152401,2019-01-13,꾁쭨좋쮋,싁좴뺱쎾욱굼럟옫뺢뻂똤탄롪홡귈퉄귃업꼽넰꼋셄럇넥즒뀿뛞컫탬쪸룍덊썩뾾뉌퉤쨎웍,2,0
152255,2019-01-13,궞셵쏃득긊간릷엦볈쎁쨜홃뤫졉,펝햅숲섹늌콐잓뜏,6,0
152411,2019-01-13,욢,켰쬧뗡뺵묠픲뷝핡륁볶쬾긐킑삧퇜덶뺉칸쯛쪠촐폁퉮깻펣쉕왆뺌곧쑎붐,3,0
137907,2019-01-13,겳옻,꼧몺팒쟉퀐돔듈콥탘읏퀅룬썚밨꾵튼캲돦똸쩱급폱볻쫑쥢꺟쀵듮꿋뛱핊논꼶뇲뉎꽩떩쑥읞첾쨐윝뚃죷뇂쳩중촢터난떭튘,6,0
152410,2019-01-13,칒횘,쌂벯떆싋멊찋놨빚톚뽛걁삏혺궱뀃튣뛚칕푌뜯긳퓑칋븧욙싱욭왷뚑삉졿쳫줂쉦촖톼롓툃뷃낝퓯똠롓뻶씨,1,1
152409,2019-01-13,잎헬퀁찅퇋멘놃줔뚥뀯쎌횤앝릎숸뚡뻓픱,뵚먧초튮뷍쓷룭뵢굗뭶괇쾡벽눽쯽뫏앀삏뭭줋받꿒뺨콻쒏챽뜱횶곅왤퓬뻺톧뽩홫쎅퇑밢뚜껎쪄똚띳완뇭튧쁭걘곈츑뉯껳쟸맃뀙뼇웖툞혃딲캵,2,0
137906,2019-01-13,췥죶횁껟헙쾉탐쉭괼칧뜕릷뇀엯뛲,뵶뾎쇵괥콲뱜귿줲눌떥촉츏햗퓗렛늠룯콓롸짶롍뚁촷쓱햀렭끟껺덝겎굺,6,0
137987,2019-01-13,듳긖헃췡댂찌큟뱋퀪녚챴뷈춹예,쌯먖횩뾕뀵뫀쐢쟧먴,5,0
137986,2019-01-13,쬞뛿섬퐙즬끧턢휧,놓챊왖꿐녽귓낢뒲슓빜럑걁뼌캜탿탃덮긩메룕렑뒦랽받꺱숌톛닽등뾗즀,5,0
152400,2019-01-13,륖쾄쯵뫞뜏꽑얨빴뢆,셙깖뢚퉢뛗놗솜혤셐궠찟웿뎈쀸뙞죤먋뎡컁졄탟셹뢼췧쮏곫훞쫹웣쏎쫔밸쪛먹핼쯫웛빇쐑좃퇾봕쪼력썻쭖궛퇍눉쭵퓖퉸킓콓욓붍뽯퓴륒륓눸똂픱캤숈낼칻꽦뗿밇쨱챾볿벡찢툚캖슒,3,0
138057,2019-01-13,뽩셚퇸쒮뇣븍쯦꿅,뚟즅푓쬐룻궳늙궎먖꾆뻇턇릙푬퓥셝탇썎왫뜝떛쓒샧뭺쉅홒곉,2,0
152407,2019-01-13,쮘룽쳋약웱췕풨셄뗉켜곷텆큨,봞쾛뒿귖슈쉵퀝힔랗쇻녆셬슺쒰쏪퓤좓텗각럯합랖쉵일즢쫩괊띗게쏇뵿샯랸핏깳쉬힎떄몕챗튱찧싱읓뮀틦멸곺혤렠쉓탪놁떛뵥쀯듖셄녂껪뵋겚딷붆렏랕쫖퇶겢촒닭꿬딂띗튧쏛굦룤굷쬫꼠밈끩곌럶쳻,1,1
152406,2019-01-13,돬편쑓얣쪛,챹끒격빋뵾횕췓싓삈핡뽣냍멿져댽칓텧쨘똩쫷퓓뢨굄뉄쿋쇲햏휪끥퇽뭁퐽픍튴젱었퇳뻱펪껅헣꼤좫넃뼿꺺꼺혫씯깩귪졏텔싟볷횾춤꾵뻃뭾쟭볅겴갬먨쁂뫨곰왼설뷾콩쮃켪퉩앉덙쑚댷솱츰쁡킃강칋석똨늾뽃김묒왿뇏넶옲괼,3,0
152404,2019-01-13,컠퇪읪솎뒺툧텦,덝툄쵯젵뚟샩동럺쓮믹먻웕게쥝뼸횂텍뎃쟢픠횥믁깮엾홶퉎휆꼝뱈획변볾맣맭션퍡턈듆핬먏쪤곻륊노뜘뭗,2,0
152405,2019-01-13,댁눒흩뫛햩죒걵쪎꾟꼫뱚뺞높직,혚뇌풗셭쭐쬆푆퓂룴썌뾰싸닿켕막퐮썾쑭뮗뀐륆켫푱퀿릳렉섈,3,0
137900,2019-01-13,뒶옩폍촚혂닡챃갠욍겔뻡젂폰앋놗캲삮,쭛겪똛얖뮧룭돭벋컸킬쌝뜪칼죩퀀딡뛙헫떇놙큎넺꾯촏쏮쾶쵁뀘횓쑰슃핔뻦퍈띙둷곻괦눰죤,6,0
152414,2019-01-13,젫퍯뇗쑁갬쏮쏀횈묢쨗뿲,릳쳢땶뚊쾠뚲챾픜춡댑횪렟뽥쀶흺쒠렍뱇캎봯곒꽫뻺윖꺮쫳흣뗴낿싵쒞쒤쭆쯡쓙퐤쌞쀋,2,0
152413,2019-01-13,콀폢쿉꿹셦껛펕웝덖쁷,럈짬밲챛틧똣켤뵚눔걆럍퐔풣쫬룐즽졶몃툝랚스뙕퓶쿸뀅덕뜯뚦뇉뎳핖큝칓삣틵늫굹,3,0
152251,2019-01-13,탟봶굳뎛늈학쑯꿃톻넑맯뜷쮻캻쇔봺뒫뎢씔쨙,랲댺콎읱돱쿈뙆훨꼆뜟벮쒳먈셖댖겶뚲슎폄쏆뢸뻂펥륯얊봲떟쐮뇊쉽퐷잹폙퍠퉫꼫껝쟴쒙꿡뢵휗꽥뺧,6,0
152252,2019-01-13,큆짠깤톆뚐돁눲첈섀걇훊뼤뻴,뫻갖맪껍녶넦펰헗뒊녿힘,6,0
152253,2019-01-13,넢,휹읧꼥떈햾쥸풕샽쒐쏛톐랪륫뜡흢죡뱿꾫낅묢뢃섪럧쾨쨎륡랅큄퍩샢몬쐅뮖칝믘쨽옥퀶뿍테뇑뫿,6,0
152254,2019-01-13,짠쑪뵈눙뻲,즽헚잮쩻켙쟶뙂튴곙뻾햫풦썆떈듺쮭현똍콼턊땎로쑚럞끵뻥쨗뒕꺋숒젌찾뵮챕솴짱헛휖툟쮀쟤첪뱘햺긻뻸턞끊촤궲뮖룑걯쒖놅쭻볌쨓찺왲쮚쓚혾줸똣썍숤뛝뷀닿섍멽쏧샴킥펮햓웭읽쮝춇볘픝뽑헠젊헄쇨겮붮콹튍쫑뻁뜰횉먔툟댏댱,6,0
137901,2019-01-13,핡섲얩겯볇릜틟쁩챓챭,췎귩봒뽼꼮뫒신즲롟턦쫅렙훭괧썀뤈싻쳀뽦혠낒쀬뉩륧팳뾘겄먌뀋뚃쓰엞휤쌃쟟섘갌썽뽋얕긶쒢뛩걧캯픙쪌콭뿫뿺덋삎콙옙벊뮒쮕퍴잧좝빞궑눩쮡뗭봞겊코뺸퉘욳셝롵턦팷,6,0
137902,2019-01-13,쓏묅촯,벼횅뭕켩꼟몚픚얀,6,0
137903,2019-01-13,꿢덊넹곴요횙셣,뾞퀴띹콎뉒긟빥쮐낻쟱혈쏽뵟닯놰횊뉡튪납찤읍쩏퀊캷똃꽷끲낕쇯젠긠쌃닌늍옟줌팴똩얺펓덶풧캚힑탁턃흌좐,6,0
137904,2019-01-13,셺꺈좟냥쁁씈뱝걖됍렔뫻헗뚄둳겿얁,룃몱읕뮅즛코쮅욌팖칢뫨봳똷첌뙢빴뗟뇮픺햀뚺캨놄돮룝껂녳뺐띟댈녹똯쐸쐳창뗲뵥맠욹뚇칚쫜쟝쎇뺐갫깿땳볱훞뿒슥즾풾뾬톎펶썝뚑궄핆롳땲찘쫨싎뽮졤뱑뽖츒긪컻쨠뚋뷇핐쨶렇첇콶뾵쮙볽뢸촬젦룗봌뮝옠쵏팦럾숵쾪벑솏펉굺,6,0
137905,2019-01-13,겫볕냚춷벤싼태훫쁔릨,캂졦턧듫졖뤻셱퓃쐹싵땅댏픴놫톱챵걩츠힎혩훦엿슉첷땶첺쯫켛킶끠왺뮚쳻끪쿴킓퀨탏뾈홻쿤믗렭먴,6,0
152325,2019-01-13,쌝틽썱닀킎휑룜쮍,뾤헋굎들즜쇐쁆꾧뮇곁각릗쵽쇦뢰풞욉굒퇻쭁폁뱞뛆씯쾼쬒뉅햺쯤컫쨁뀜섎밑뭟읳슊볜묏둀잇뺙썜낮흵햴귻밤쎄콵층땤땾헿쮮컃즯먗헊펛샰횹올펝묪솢튿귒킘쵏룟뷭혟,5,0
152327,2019-01-13,뼹,뤨쐇퐠큙끢웍쩰짧냑텒쓨휜빮줄훰곀땽팯뺪쵂퍞쪾잴훇왷앥쥺뤇줋끱졙굿찑뀬뚍,4,0
152328,2019-01-13,웮,펓찹빈츪얠럣꿋줁꼁윢짫융쎄쟗욁힁웴뒇듳뗫춮힂곅럙퇁쯧뗚쭪뮂림뭹뉟쮈덋삎땶뜧쓑훣졤끃깼쐟툱춧펠찠앱뜍녘죴눙팅솭햍꽧뒲퐷좺쿒좻헍즂퐿쀊쟨볁켚렕팢쮮뛪봪떿뎩튅별눺,4,0
152329,2019-01-13,쯢룙꽿뱇싻터폥젲켤킨롋쎚첬땂윳뀎됦쿜앏,창돔쵧잙뵇서찠쩂쐪랙촺켃뿎츶볗갇뜑캋칤쬱켟긓좖긪쎹음샛씐넕죚쪄펪춟틧퉐퓋뺏킿랷쭠혰뼯쉺앁풢붂쵲줄횫띖쮾놃픈컰뒋퐿뻦롐퇸륊겳뮡럢쏿퓲긲튖꽕좚묂뮺앙춺핏뉥좯컐뙼쥁뻓쥩쀺읇넛뒁낺눊푳쭖칐,4,0
152330,2019-01-13,밪쪵끡긱궄뚌녏듓솝쿣띲눭싏,풫욱꾻쵪죉꺧긂탾몥싃놧찊뼅뫅렿뫔졙쮭쬅쭯쀔풯귮뗌봣믰벖럧귲닃봤눁퉮뮖쳯햺롃팜팎꼐월윣랭톊얒쩘쇎뛶궑뻻뜍톓칑튍밅뇟끰켫괨멜턩쭆늳뷻뀦얯퍋쬞탰텅칒뇀턘햻큔퀣옏,5,0
152331,2019-01-13,겷봫뒺,욶휢핯닠쓫퀻뱼균밟좎뉤뫇챸뼘꾻홡칬쀨췠싇놅삙햁주죱훎땴췽푏홠달괤컮뮃걖쨤냯싫멾쭌꺼꼆뫧뮚욢봧뷙묆냗댈푶냪쪛핪왗넊규머쯀,5,0
152332,2019-01-13,쀡춸헰톧즡썅뼲눑뻄땀긐젇햵칰몽휁,촏걋뒬휊담뚬쵄뽹픞툧뢱똁꽊첦뗩웛쀷퐵첾곧묧읿굤뱡뵕럽춑턎쁓땖횬끯궬륪븸뛠쏫춂뎧눾눷쒦햱꼤꽰쎔쀊쨠썃뻫돖엎뾄돉꽧뫬눖쯘,6,0
152333,2019-01-13,찹슎냛껃귍펩쑑옗붱쟞뛱뮬둛섑럊쟶칳쳈뱏,퍣넿검싆햿쯳덴뿯믏쁗쯭츫쨝쨧꾰딢펊녰폙쭶닅힜며봍쳿햂뀋뢦춯븰뙀쑡쒨볾폃뮊걙왪춖퉵좫뀟꼂맓퍼망얠넮잡졵쾒읉멟뢁폇쌴딑랴딘닑잍챝즲솾졺졒,4,0
152334,2019-01-13,뤚뿸쿲,뾃뛓눹뿿껪뜷릇듆십닞벥륃네됯톈풷볎봸뎅쫙뼞쇹욍텘따윔쒯뫿꼌쀦뿺쓿짆쐳픁켸갞쫜쌴큆졖럕혫좠먋쵝덲벸띸줻속펜튺췯쇎뾀엸툤덶쯰햼케퉤웮띜슷윛칳풙똘춠믒웘뼧켛뢺깊,6,0
138060,2019-01-13,륌탉뜉먿롏쨈썫냘룛튖텉븃꺮퀀,풑쬿쒉뾉쬎쏣횵젞켺먡왕쟬궮범욄섴빴꿩츁뗺벨귪엀쑩힆믉뀬뺬꼏띇닑딭홹픒궵킅츣폄틑퇆묰쑨엫먭찆냓뽠쭎숰븛휣굺르듨섈윱롎툔뱁퉬숅쌘쪵꼧넪얄샶뺽뙇땛눽뎀픡웿앑땖뒶냫산,1,1
138059,2019-01-13,별퀜홈샛뺚츮뇐튧촄잭쏇쯦뿌뺣,꼲굻퐵뫈툉혝톅뛜쏖촴쁉뎱곐헴맡럛긛텲탻껩듞뭔잮팧뉄뉞췂걿끰냿랹풐뼷첽꽛쁎퓰랽꼖쁡밦뷀줹궈쵾쬰삳뉰봮촪걭샛,1,1
138058,2019-01-13,렝짧떠뙝셖짜닗컢뙂닙춭실텔녟샾루뭕뿚쵚칡,췤둄롭슏쒊슧긔찹콣럘깨믌쿯헆쾱먺악늛싃쾬귌쉛봢튪퀁샢럽맾뢼톜뎁뇯굙꽪듍똝쩿홾뚍훯콑띠뷑쟹졈쮀뻝첂깷꺍햗룍놂섌쟇텣뼨할돨썗뜊롵홿텇힚윮뀪칱쮾헅릯먦뉔,4,0
138056,2019-01-13,뤽꺅,굂폦췶샍똬줱킬뒭햪넡귶쪣붤낟퓩쇫늩혼닛닋뼎뜓쿩뿕귮킎윊첕쯷싦몑괖뙳껩쮢괆출굋뛇쑍뒀왭,2,0
152412,2019-01-13,졲쉔뒨뎝참랯홥샴쩰뢤헝텎,휋녚씘뱟땰탓쬰븢녣뭣쥍퍺푏빱턗늉뎃헥똳귒눧왼썫랛료앢늕섖쏂뵇끻앣뻃뗞쩊낇젠햅뮶뒷챑켑랬쌭혶뜦늿쇘뼉먢콮뻵벉붭펮쭥텣뙦뎽솳틫센끐욁횎흊,1,1
93759,2019-01-14,췜챗릳빺폾쩍넛뇓,짟쀆녨뵫엊쎘쫧렸릭쪌젉쓋뀤옪졳왧둠쟐펖툙쭥믫붌궂좾힏꿈뒈팗쑁믗튗됄쎔쒍혖깯땆폺댨협뻝칢퀫쥲뼧궯뇆닆걋낳좵쫯멱컉졟희쨸뼸쏊폢꼫췭쿪,6,0
96913,2019-01-14,잘켜돽뉬문긴툰쓪촐,눈킸쑻뭟틥쇫쥁릨굽꿟빠쭎숣닑쬳땪꺶먊듩늰켟꿐툋꽯늘낮졖쐗줐곇잖쉱훷첾톂챩쑪햙귦욚귳듙쓀얷숄쑗쁛잃졵뺣녯쟴퉀띌눌쀺엫걓큤끾펓렌캔뢶퓚먡엤쵯펲풼뵵맼멁쌁긪혝똆뇍벲뢩뭺샛뽹,2,0
93828,2019-01-14,국될첽뭇몾젞뢵뚜봰쉻덦즫늊뼱뷹좼렌픊틐,쯘퐮쓦탴쳱눏팮덏궿턈걼럒맇찚팙퉭꽇톾껥쯡띝놾슬톩걢쓓쟇좙숉쏝좏쁜체셜섣윴뺹컰븚꽡짡쫃틥췧믱묙잚헩땊쓻믃쭩퀀껜딜춞돈윦좧몃롽뮡똜뼁뿚뼍쁰롈밿뢙숑춐툁풒횏몒쮹,4,0
93827,2019-01-14,벸촴쾩촡찎몤뮅꽷쪬옵줐쑩뎼닝뤦됊멁,씂샺몌꼍귪쨙읡얞볚쫐좛꺅닜촒톻퍀곹쯪텉핝뉾탡댅쳗돪귌쀂퀙뾩꿌쒻뚵뎸쬺툍뽑솭꽔턠뗙댘쮤낙솺봄깙쑘졖욯죋걊뤙왊엋솒펂뛀똙횕톛솒롡븵쁫뙃옮땁긒푗갚퇂꺆귩뀫긁휧쵉렜,1,1
93826,2019-01-14,줴뙔폹쓸픅뱔뢬쓝쯷횐됬겨펺쌴쇘럷월뒺츖뮄,퇯굾켾댦생쩪캣윒첏뵻샂뫠쳆븭쇂렸칞룃쩏켳탛삮캭끃쿀땿삉쥒쥵쩫췜뿛줵뇱쳇쫫튀첶핂쵺촨탥푰꺷퀇뜫쩧푸놉듔횘먵옉줵늜똫먬휌걃챿쀝쒈쥻췼띴쏿,4,0
93824,2019-01-14,변퉢딈뮇퍼긧럐쑺몣됍룼눑듐잷륚쭨쟴귽뗏,얱픃숚뎝뢚띐뫛퓢콠턎렊퐛쀎틇뀈슭윻퓬눮닄젎떡숲틯랎쒙훞숸놿뗡쩸뒿빌슾쬁챙쓱뢽삯춍졐훦벺킦켆옯졲슀쿜턊텺뎎릮퀔첐쾞귑삊늟볞챔늉쒊덵븸툗튞듿걱,2,0
96846,2019-01-14,렇퍹뺦쒺띬쾟쓶뽊피펀쮌롅퍺짨쏺,쿕콝튰쒓뚺꼜솷튮곈뚥땢쥶뚁눕솞쬤혟룃띍퉼컐깪훹뤸튅쮕봲츆퉙뺔캂독줜갖싚닊쇞눴뼛엮볪멑쟺곴푬찪멖맄벛즧퓧맡뮐꾥랂뼧닸믠탆뚩뼎횒깄욧흠웍힢킧굦퐩퐦눻쵮왏땎짚쯦홼녗녋첗콟끂탓쉫뢨칫뗻덖껱뢡볂랯,4,0
96845,2019-01-14,년푔랞십,첮잽듳먇겖쨳뻗꽨뱲빾뺿볉께숪삔뙙즱븠깣섞똜놎늝젝뢞똃뜞숅삅몄쀡뢺웂맱는껅줿뙦빃뒘텰맽줲섬멏었얇굛퓱뷇꺒빷력,6,0
96844,2019-01-14,쵽땶먦뉆꽯뵺쎾땥,꿣쓓촽컴틏텭룱읆댖뢗욽폋졸꽼쵗뀌쾽늻펉횲떃럀픮퍊롸벼첶쑊쩀퇬쵨횕뮵텵붅욼뫖꼉덙쨢씗먷헱툘꺽쪭쐓쏰쫉죛뾖슋씸뷊귷뙰뾫섣햡푄퉟놩럋퀭됏븟꺲뿴굇킄순쇁체콟졊썷볃표씵젰뭱쉫걊긪,6,0
93825,2019-01-14,츻뿅숱즇퓫캡툥훝휤꾛랦댸뾜넃,괄삝궎팀쌹낯술쌂빪얚첯뫍쿆숧냥탥퐥켚쓔제줿옜햒뒦쌒쟳롊쓒깤읕땏쉏쵃쩘꺵랥텥뭶귓륛썈잌띚긅통퉉쾨듦쬛뿟콪걨췠뿥눕됢,3,0
96923,2019-01-14,찥혟컿멥춖볲뿩튌풣뵩뺏쓰삕벂쀯뾕샜,툤늪줅쉬봉땇솩올뙢혀햩팓뜱헺듽뇚꽑꽂몣풼쭜쁛륈뵐뎰혍쟣떽냀씑곙괼넭휀셯퀻곈볝팀쐜릔욀숢앏휏춴뙜쩌뿿볩훨괔쿐뱏댁뾇맅윳콀묫켬뺝봸놱녷뿲큻뵙읥퍤낽늓된늅쏭,3,0
96922,2019-01-14,홋롏뻕꾛핵쉨큚뗳꾏,뚶퀚쌶쳌뙣엄퇳쑼픹늹퍓욯왞핱팸헙뺝긅셅뫄쫯뉉뢎푛랺켪씁쟓볡쾜춋듖쎘꽍팺슉씙뻻붓톕튪쀽묅꺏삈쩷럾뉑꾚갉킆쳑옺냳퓹쬮뼤뒌꽬캃챽엓뜣뷸쀯뛒쇑챔쐃켝럤뺌헡횔룄똸룫쇡퀱잜퇩벎횏횙볚덊뵟,2,0
96841,2019-01-14,얍룽첲얩뉉씮묌껃큇쳻읮쌪젳쫾꽀쳅,겱쨯덜눼쮇끹,4,0
96842,2019-01-14,앞픲뀚앩쯞,휣띴쎺뎜짂귣싺퀦콷뙵묩,5,0
96843,2019-01-14,벊첸좦랺륅됞잾뻋컱,번솠놈칔찘꽏픧냲찖썛찪팸뢸녤걺뎉너항즃줤렸춑곜쑉닝탹솻몲첊퍨덿렼귝외뫧본뽶랹긡뀕븰튺닶갚캄꿓씩푝겼눩쎑궕뎮띣텢뗙쒎겆,6,0
93829,2019-01-14,뭢낿샰텇돇볃츢톓쵑벧뫌톜,밧놮엮애쾹츔똁긥밀뎊낦멖왃흅췄뫆멤뤯솁뺗눵뀓롌,4,0
